,Name,Prices,Page,Format,Language,Pub Date,Publisher,Author,Dimensions,Categories
111,What an Owl Knows: The New Science of the World's Most Enigmatic Birds,27.90,352,Hardcover,English,"June 13, 2023",Penguin Press,Jennifer Ackerman,6.42 X 9.54 X 1.21 inches | 1.33 pounds,Animals - Birds   Life Sciences - Zoology - Ornithology   Birdwatching Guides   
112,Giovanni's Room,14.88,176,Paperback,English,"September 12, 2013",Vintage,James Baldwin,5.1 X 7.8 X 0.6 inches | 0.4 pounds,Classics   Literary   African American - General   LGBT - Gay   
113,The Undertow: Scenes from a Slow Civil War,26.92,352,Hardcover,English,"March 21, 2023",W. W. Norton & Company,Jeff Sharlet,6.35 X 9.25 X 1.23 inches | 1.19 pounds,Sociology - General   United States - 20th Century   Political Ideologies - Nationalism & Patriotism   History   
114,Brave the Wild River: The Untold Story of Two Women Who Mapped the Botany of the Grand Canyon,27.90,304,Hardcover,English,"May 23, 2023",W. W. Norton & Company,Melissa L. Sevigny,6.28 X 9.3 X 1.07 inches | 1.1 pounds,"Biography & Autobiography - Women   Women   Adventurers & Explorers   United States - State & Local - West (AK, CA, CO, HI, ID, MT, NV, UT, WY)   Plants - General   "
115,Where Are Your Boys Tonight?: The Oral History of Emo's Mainstream Explosion 1999-2008,29.76,496,Hardcover,English,"June 06, 2023",Dey Street Books,Chris Payne,6.3 X 9.1 X 1.6 inches | 1.3 pounds,Music   History & Criticism - General   Genres & Styles - Punk   Genres & Styles - Rock   
116,Cuckoo,17.65,320,Paperback,English,"March 19, 2024",Tor Nightfire,Gretchen Felker-Martin,0.0 X 0.0 X 0.0 inches | 0.0 pounds,Horror - General   LGBT - Transgender   
117,The Seven Husbands of Evelyn Hugo,15.81,400,Paperback,English,"May 29, 2018",Washington Square Press,Taylor Jenkins Reid,5.2 X 8.1 X 1.1 inches | 0.86 pounds,Women   Family Life - General   Romance - Contemporary   Romance - LGBT - Bisexual   
118,Inciting Joy: Essays,25.11,256,Hardcover,English,"October 25, 2022",Algonquin Books,Ross Gay,5.6 X 8.3 X 1.0 inches | 0.75 pounds,"Cultural, Ethnic & Regional - African American & Black   Personal Memoirs   Essays   "
119,Just Action: How to Challenge Segregation Enacted Under the Color of Law,23.25,352,Hardcover,English,"June 01, 2023",Liveright Publishing Corporation,Richard Rothstein,6.39 X 9.26 X 1.16 inches | 1.19 pounds,United States - 21st Century   Social History   Discrimination & Race Relations   Race & Ethnic Relations   Anthropology - Cultural & Social   
120,Iron Flame,27.89,512,Hardcover,English,"November 07, 2023",Entangled: Red Tower Books,Rebecca Yarros,0.0 X 0.0 X 0.0 inches | 0.0 pounds,Fantasy - Epic   Fantasy - Romantic   
121,All the Gold Stars: Reimagining Ambition and the Ways We Strive,26.04,288,Hardcover,English,"June 06, 2023",Hachette Go,Rainesford Stauffer,5.8 X 8.3 X 1.2 inches | 0.85 pounds,Developmental - Adolescent   Personal Growth - Happiness   Popular Culture   Personal Success   
122,"Snacking Bakes: Simple Recipes for Cookies, Bars, Brownies, Cakes, and More",23.25,192,Hardcover,English,"November 07, 2023",Clarkson Potter Publishers,Yossy Arefi,0.0 X 0.0 X 0.0 inches | 1.25 pounds,Methods - Baking   Courses & Dishes - Desserts   Methods - Quick & Easy   
123,The Book of Charlie: Wisdom from the Remarkable American Life of a 109-Year-Old Man,24.18,208,Hardcover,English,"May 23, 2023",Simon & Schuster,David Von Drehle,5.98 X 8.66 X 0.85 inches | 0.68 pounds,Historical   United States - 20th Century   Personal Growth - Happiness   
124,What My Bones Know: A Memoir of Healing from Complex Trauma,,352,Hardcover,English,"February 22, 2022",Ballantine Books,Stephanie Foo,6.4 X 9.3 X 1.3 inches | 1.25 pounds,"Cultural, Ethnic & Regional - Asian & Asian American   Personal Memoirs   Psychopathology - Post-Traumatic Stress Disorder (PTSD)   "
125,"The T Guide: Our Trans Experiences and a Celebration of Gender Expression--Man, Woman, Nonbinary, and Beyond",23.24,208,Hardcover,English,"May 16, 2023",Alpha Books,Swan Huntley,7.0 X 8.6 X 0.9 inches | 1.65 pounds,LGBT   Sexuality   Fashion & Style   
126,The Next Economy MBA: Redesigning Business for the Benefit of All Life,25.06,216,Paperback,English,"May 23, 2023",Berrett-Koehler Publishers,Ryan Honeyman,6.06 X 9.13 X 0.63 inches | 0.83 pounds,Education   Management Science   Organizational Behavior   Green Business   Activism & Social Justice   
127,Girl in Translation,16.74,320,Paperback,English,"May 03, 2011",Riverhead Books,Jean Kwok,5.1 X 8.0 X 0.9 inches | 0.6 pounds,Literary   Coming of Age   Asian American   
128,"Entangled Life: How Fungi Make Our Worlds, Change Our Minds & Shape Our Futures",,368,Paperback,English,"April 13, 2021",Random House Trade,Merlin Sheldrake,5.1 X 7.9 X 0.9 inches | 0.65 pounds,Life Sciences - Mycology   Personal Memoirs   Ecology   Plants - Mushrooms   Life Sciences - Biology   
129,Stay True: A Memoir,24.18,208,Hardcover,English,"September 27, 2022",Doubleday Books,Hua Hsu,5.8 X 8.3 X 1.0 inches | 0.85 pounds,"Cultural, Ethnic & Regional - Asian & Asian American   Personal Memoirs   Ethnic Studies - Asian American Studies   "
130,Saving Time: Discovering a Life Beyond the Clock,26.96,400,Hardcover,English,"March 07, 2023",Random House,Jenny Odell,6.4 X 9.3 X 1.4 inches | 1.5 pounds,Time Management   Environmental Conservation & Protection - General   Popular Culture   Information Technology   
131,The Forgotten Girls: A Memoir of Friendship and Lost Promise in Rural America,26.04,272,Hardcover,English,"May 30, 2023",Random House,Monica Potts,5.6 X 8.3 X 1.0 inches | 0.8 pounds,Women   Public Policy - Social Policy   Sociology - Rural   Poverty & Homelessness   
132,Occupied America: British Military Rule and the Experience of Revolution,34.95,264,Hardcover,English,"October 23, 2020",University of Pennsylvania Press,Donald F. Johnson,6.4 X 9.4 X 1.5 inches | 1.4 pounds,United States - Revolutionary Period (1775-1800)   Social History   Political Ideologies - Democracy   Public Policy - Military Policy   
133,"The Will to Change: Men, Masculinity, and Love",17.99,208,Paperback,English,"December 21, 2004",Washington Square Press,Bell Hooks,5.3 X 8.1 X 0.6 inches | 0.35 pounds,Women's Studies   History & Theory - General   Anthropology - Cultural & Social   Gender Studies   Human Sexuality (see also Social Science - Human Sexuality)   
134,"The Other Wes Moore: One Name, Two Fates",15.81,272,Paperback,English,"January 11, 2011",One World,Wes Moore,5.25 X 8.0 X 0.65 inches | 0.5 pounds,"Personal Memoirs   Cultural, Ethnic & Regional - African American & Black   Minority Studies   Ethnic Studies - African American Studies   "
135,How to Read a Tree: Clues and Patterns from Bark to Leaves,23.20,384,Hardcover,English,"May 02, 2023",Experiment,Tristan Gooley,5.61 X 7.63 X 1.26 inches | 1.01 pounds,Trees   Plants - Trees   Life Sciences - Botany   Outdoor Skills   
136,Lesbian Love Story: A Memoir in Archives,25.11,288,Hardcover,English,"May 30, 2023",Catapult,Amelia Possanza,5.98 X 9.06 X 1.18 inches | 1.2 pounds,LGBT   United States - 20th Century   LGBTQ+   LGBT Studies - Lesbian Studies   
137,Open Throat,23.25,176,Hardcover,English,"June 06, 2023",MCD,Henry Hoke,5.1 X 7.7 X 0.8 inches | 0.5 pounds,Literary   Animals   Erotica - LGBT - General   LGBT - General   
138,"A City on Mars: Can We Settle Space, Should We Settle Space, and Have We Really Thought This Through?",29.76,448,Hardcover,English,"November 07, 2023",Penguin Press,Kelly Weinersmith,6.13 X 9.25 X 0.97 inches | 1.42 pounds,Form - Comic Strips & Cartoons   Public Policy - Science & Technology Policy   Space Science   
139,How Will You Measure Your Life?,26.03,240,Hardcover,English,"May 15, 2012",Harper Business,James Allworth,5.81 X 8.59 X 1.03 inches | 0.73 pounds,Personal Success   Personal Growth - Success   Motivational   Mentoring & Coaching   Management - General   
140,The Song of Achilles,16.73,416,Paperback,English,"August 28, 2012",Ecco Press,Madeline Miller,5.2 X 7.7 X 1.0 inches | 0.7 pounds,Historical - General   Classics   Literary   Romance - General   LGBT - Gay   Romance - LGBT - Gay   Historical - Ancient   
141,Caste: The Origins of Our Discontents,18.60,544,Paperback,English,"February 14, 2023",Random House Trade,Isabel Wilkerson,5.28 X 7.93 X 1.15 inches | 0.92 pounds,Social History   Sociology - Social Theory   Social Classes & Economic Disparity   Americas (North Central South West Indies)   
142,The Rose That Grew from Concrete,15.80,176,Paperback,English,"February 03, 2009",MTV Books,Tupac Shakur,6.5 X 7.6 X 0.51 inches | 0.48 pounds,Genres & Styles - Rap & Hip Hop   General   General   Personal Memoirs   American - African American   
143,"Built from the Fire: The Epic Story of Tulsa's Greenwood District, America's Black Wall Street",27.90,672,Hardcover,English,"May 23, 2023",Random House,Victor Luckerson,6.39 X 9.49 X 1.64 inches | 2.15 pounds,African American   Civil Rights   Ethnic Studies - African American Studies   United States - State & Local - General   
144,Together Is Better: A Little Book of Inspiration,22.32,160,Hardcover,English,"September 13, 2016",Portfolio,Simon Sinek,6.9 X 5.1 X 0.7 inches | 0.55 pounds,Motivational   Leadership   Personal Success   Personal Growth - Success   
145,From Generosity to Justice: A New Gospel of Wealth,20.46,224,Hardcover,English,"March 28, 2023",Disruption Books,Darren Walker,5.75 X 8.66 X 1.02 inches | 0.8 pounds,Nonprofit Organizations & Charities - General   Philanthropy & Charity   Business Ethics   Finance - Wealth Management   
146,The Country of the Blind: A Memoir at the End of Sight,26.97,368,Hardcover,English,"July 25, 2023",Penguin Press,Andrew Leland,6.13 X 9.25 X 0.91 inches | 1.37 pounds,Personal Memoirs   People with Disabilities   People with Disabilities   
147,Under the Feet of Jesus,15.81,192,Paperback,English,"April 01, 1996",Plume Books,Helena Maria Viramontes,5.15 X 8.1 X 0.54 inches | 0.35 pounds,Literary   Cultural Heritage   Hispanic & Latino   
148,I'm Glad My Mom Died,26.03,320,Hardcover,English,"August 09, 2022",Simon & Schuster,Jennette McCurdy,6.2 X 9.0 X 1.5 inches | 1.0 pounds,Entertainment & Performing Arts   Personal Memoirs   Dysfunctional Families   
149,Smart Brevity: The Power of Saying More with Less,25.11,224,Hardcover,English,"September 20, 2022",Workman Publishing,Mike Allen,5.6 X 8.1 X 1.0 inches | 0.84 pounds,Business Writing   Writing - General   Communication & Social Skills   Business Communication - General   Skills   Personal Growth - Success   Leadership   Personal Success   
150,The Lock-Up (Original),27.90,320,Hardcover,English,"May 23, 2023",Hanover Square Press,John Banville,6.32 X 9.27 X 1.08 inches | 0.93 pounds,Literary   Mystery & Detective - Traditional   Thrillers - Historical   
151,Evicted: Poverty and Profit in the American City,16.74,448,Paperback,English,"February 28, 2017",Crown Publishing Group (NY),Matthew Desmond,5.2 X 7.95 X 1.0 inches | 0.75 pounds,Poverty & Homelessness   Sociology - Urban   Social Classes & Economic Disparity   Public Policy - General   
152,Parable of the Sower,15.80,368,Paperback,English,"April 30, 2019",Grand Central Publishing,Octavia E. Butler,5.2 X 7.9 X 1.1 inches | 0.62 pounds,Science Fiction - Apocalyptic & Post-Apocalyptic   Coming of Age   Women   African American - Women   Dystopian   Literary   Science Fiction   Historical Fiction   Science Fiction - General   
153,Man's Search for Meaning,14.88,192,Paperback,English,"June 01, 2006",Beacon Press,Viktor E. Frankl,5.5 X 8.5 X 0.8 inches | 0.5 pounds,Historical   Personal Memoirs   Movements - Psychoanalysis   Holocaust   Psychotherapy - General   Movements - Existential   
154,The Handmaid's Tale,15.81,336,Paperback,English,"March 16, 1998",Anchor Books,Margaret Atwood,5.1 X 7.9 X 0.8 inches | 0.55 pounds,Literary   Political   Dystopian   Science Fiction - General   Women   Feminist   
155,Solito: A Memoir,26.04,400,Hardcover,English,"September 06, 2022",Hogarth Press,Javier Zamora,6.44 X 9.48 X 1.34 inches | 1.46 pounds,"Cultural, Ethnic & Regional - Hispanic & Latino   Personal Memoirs   Emigration & Immigration   "
156,Racial Justice at Work: Practical Solutions for Systemic Change,23.20,288,Paperback,English,"February 14, 2023",Berrett-Koehler Publishers,Kevin A. Carter,5.9 X 9.0 X 0.9 inches | 0.9 pounds,Human Resources & Personnel Management   Workplace Culture   Workplace Harassment & Discrimination   Labor   
157,Murmurations,17.66,116,Paperback,English,"June 06, 2023",Eastover Press LLC,Andrea Rinard,5.0 X 8.0 X 0.28 inches | 0.29 pounds,Literary   Short Stories (single author)   
158,"Veggie Burgers Every Which Way, Second Edition: Fresh, Flavorful, and Healthy Plant-Based Burgers--Plus Toppings, Sides, Buns, and More",18.55,192,Hardcover,English,"June 06, 2023",Experiment,Lukas Volger,7.32 X 9.27 X 0.78 inches | 1.57 pounds,Vegetarian   Methods - Low Budget   Vegan   
159,A Court of Thorns and Roses,17.67,448,Paperback,English,"June 02, 2020",Bloomsbury Publishing,Sarah J. Maas,5.4 X 8.2 X 1.0 inches | 1.1 pounds,"Fantasy - Epic   Fantasy - Romantic   Fairy Tales, Folk Tales, Legends & Mythology   Fantasy - Paranormal   Romance - Fantasy   Romance - Paranormal - General   "
160,Romantic Comedy (Reese's Book Club),26.04,320,Hardcover,English,"April 04, 2023",Random House,Curtis Sittenfeld,6.34 X 9.48 X 1.28 inches | 1.14 pounds,Literary   Women   Family Life - General   Romance - Romantic Comedy   
161,Under the Whispering Door,17.66,384,Paperback,English,"January 31, 2023",Tor Books,Tj Klune,5.3 X 8.2 X 1.0 inches | 0.69 pounds,Fantasy - Contemporary   Fantasy - Humorous   LGBT - Gay   
162,I Will Teach You to Be Rich: The Journal: No Complicated Math. No More Procrastinating. Design Your Rich Life Today.,17.62,192,Paperback,English,"September 13, 2022",Workman Publishing,Ramit Sethi,6.2 X 9.0 X 0.8 inches | 1.06 pounds,Personal Finance - General   Personal Success   Journaling   Personal Growth - Success   
163,An Indigenous Peoples' History of the United States,14.88,320,Paperback,English,"August 11, 2015",Beacon Press,Roxanne Dunbar-Ortiz,6.0 X 8.8 X 1.1 inches | 0.94 pounds,Native American   United States - General   Ethnic Studies - Native American Studies   Indigenous Studies   North American   Genocide & War Crimes   
164,Outsmart Your Brain: Why Learning Is Hard and How You Can Make It Easy,26.96,336,Hardcover,English,"January 24, 2023",Gallery Books,Daniel T. Willingham,6.39 X 9.34 X 1.03 inches | 1.25 pounds,Cognitive Science   Personal Growth - Memory Improvement   Mental Health   Educational Psychology   Education & Training   Personal Growth - Success   Study & Test-Taking Skills   
165,Everything All at Once: A Memoir,26.96,240,Hardcover,English,"May 30, 2023",HarperOne,Stephanie Catudal,6.2 X 9.1 X 1.2 inches | 0.75 pounds,"Personal Memoirs   Death, Grief, Bereavement   Death, Grief, Bereavement   Motivational & Inspirational   "
166,Moby Dyke: An Obsessive Quest to Track Down the Last Remaining Lesbian Bars in America,26.96,320,Hardcover,English,"June 06, 2023",Simon & Schuster,Krista Burton,6.1 X 9.0 X 1.3 inches | 1.01 pounds,LGBT   LGBT Studies - Lesbian Studies   Special Interest - LGBT   
167,Saving Democracy: A User's Manual for Every American,19.54,338,Paperback,English,"May 09, 2023",St. Helena Press,David Pepper,5.5 X 8.5 X 0.7 inches | 0.86 pounds,Political Ideologies - Democracy   Political Process - Campaigns & Elections   American Government - General   Civics & Citizenship   
168,Monarchs of the Sea: The Extraordinary 500-Million-Year History of Cephalopods,14.83,256,Paperback,English,"September 15, 2020",Experiment,Danna Staaf,5.5 X 8.1 X 0.7 inches | 0.55 pounds,Animals - Marine Life   Life Sciences - Evolution   Life Sciences - Marine Biology   Life Sciences - Zoology - General   
169,Legends & Lattes: A Novel of High Fantasy and Low Stakes,16.73,304,Paperback,English,"November 08, 2022",Tor Books,Travis Baldree,5.39 X 8.16 X 0.8 inches | 0.62 pounds,Fantasy - Humorous   Fantasy - Romantic   
170,The Priory of the Orange Tree,18.60,848,Paperback,English,"February 18, 2020",Bloomsbury Publishing,Samantha Shannon,6.0 X 9.1 X 2.3 inches | 2.4 pounds,"Fantasy - Epic   Coming of Age   Fairy Tales, Folk Tales, Legends & Mythology   LGBT - Gay   LGBT - Lesbian   Women   "
171,The Midnight Library,24.18,304,Hardcover,English,"September 29, 2020",Viking,Matt Haig,5.7 X 8.6 X 1.1 inches | 0.98 pounds,Literary   Science Fiction - Time Travel   Women   
172,The Bluest Eye,14.88,224,Paperback,English,"May 08, 2007",Vintage,Toni Morrison,5.2 X 7.95 X 0.6 inches | 0.4 pounds,General   Literary   Coming of Age   African American - General   
173,Kairos,24.13,336,Hardcover,English,"June 06, 2023",New Directions Publishing Corporation,Jenny Erpenbeck,6.09 X 8.28 X 1.08 inches | 1.07 pounds,Literary   Women   World Literature - Germany - 21st Century   Cultural Heritage   
174,Deep Oakland: How Geology Shaped a City,26.04,256,Hardcover,English,"May 02, 2023",Heyday Books,Andrew Alden,5.3 X 8.1 X 1.0 inches | 0.95 pounds,"Earth Sciences - Geology   Earth Sciences - Seismology & Volcanism   Earth Sciences - Sedimentology & Stratigraphy   Urban & Land Use Planning   United States - State & Local - West (AK, CA, CO, HI, ID, MT, NV, UT, WY)   Public Policy - City Planning & Urban Development   Sociology - Urban   "
